no,nama,kategori,alamat,kota,lat,lng,plusCode,rating,jumlahUlasan,telepon,website,foto,jamBuka,linkMaps,sumberQuery
122,Warkop Toddopuli,Kedai Kopi,"Jl. Toddopuli raya utara Blk. D No.29-31, Paropo, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90233, Indonesia",Makassar,-5.1614096,119.4539655,"RFQ3+CH Paropo, Kota Makassar, Sulawesi Selatan, Indonesia",4.3,526,+6281354890890,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnoeIh9fh_OyZ5DtzubO6R_8eAqMwVq_qCOdjdbFSIP0tSoVri_89bDnCJGOwRfjaCfaOvwxzheSBP5wmzcqhxSR9pyNDYqJfY9FUVx_83Gf5LLnTyzpdx_VRMxBlfp3Mv-yYLwBg=w408-h408-k-no,"Senin,Buka 24 jam | Selasa,Buka 24 jam | Rabu,Buka 24 jam | Kamis,Buka 24 jam | Jumat,Buka 24 jam | Sabtu,Buka 24 jam | Minggu,Buka 24 jam",https://www.google.com/maps/place/Warkop+Toddopuli/data=!4m7!3m6!1s0x2dbee2e7cc78df19:0x30579ec2a3dbe0d3!8m2!3d-5.1614096!4d119.4539655!16s%2Fg%2F1hm4mf21m!19sChIJGd94zOfivi0R0-Dbo8KeVzA,warkop Makassar
123,IJHO CELL,Kedai Kopi,"Jl. Sultan Alauddin No.2, Mangasa, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90221, Indonesia",Makassar,-5.178379,119.4359706,"RCCP+J9 Mangasa, Kota Makassar, Sulawesi Selatan, Indonesia",4.4,735,+6285186662781,http://www.warkopbatara99.com/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkaYOTmeq9PglwEhlI3mEPyMRcvT7pvstTY824I-ul3vvprHwNQfdSrUpdsCgbdSUDiYdmu-eaF4bmpjUvB3px4okSloHIKJO2RzQliX2-imAcI0EHvvZmjqREOi8lb7Z5UeOA=w408-h544-k-no,"Senin,07.30 hingga 10.00 | Selasa,07.00 hingga 10.00 | Rabu,07.00 hingga 10.00 | Kamis,07.00 hingga 10.00 | Jumat,07.00 hingga 10.00 | Sabtu,Tutup | Minggu,Tutup",https://www.google.com/maps/place/IJHO+CELL/data=!4m7!3m6!1s0x2dbee2bbdb69cb87:0x6fba8bc719875136!8m2!3d-5.178379!4d119.4359706!16s%2Fg%2F11cn9fmbk3!19sChIJh8tp27vivi0RNlGHGceLum8,warkop Makassar
124,Kopi BUNDU Balai Aroeppala,Kedai Kopi,"Jl. Aroeppala No.99, Karunrung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221, Indonesia",Makassar,-5.1765744,119.4571521,"RFF4+9V Karunrung, Kota Makassar, Sulawesi Selatan, Indonesia",4.4,1723,,https://www.instagram.com/kopi.bundu.aroeppala?igsh=MWpwbTB2Zmd0dHNkbw==,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkxsraPoOxC9DoMyxwOAfozKHpLLi1nougv3ge_RRNkhqyPxcvvqFbF_T_KH6bGyKrrBsuaGYM5INcbAD_g9BIdUskP8D3DrjuqBNmO3rmqj0bm3qYpFcWe9GSH77r3WKVoujS_gg=w408-h306-k-no,"Senin,07.00 hingga 00.00 | Selasa,07.00 hingga 00.00 | Rabu,07.00 hingga 00.00 | Kamis,07.00 hingga 00.00 | Jumat,07.00 hingga 00.00 | Sabtu,07.00 hingga 00.00 | Minggu,07.00 hingga 00.00",https://www.google.com/maps/place/Kopi+BUNDU+Balai+Aroeppala/data=!4m7!3m6!1s0x2dbee2ff58a0fd57:0xaa63a20744f6d5ea!8m2!3d-5.1765744!4d119.4571521!16s%2Fg%2F11b6yzrdnl!19sChIJV_2gWP_ivi0R6tX2RAeiY6o,warkop Makassar
125,Warkop 46 Makassar,Kedai Kopi,"Jl. Pelita Raya No.46, Balla Parang, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90231, Indonesia",Makassar,-5.1538926,119.4348312,"RCWM+CW Balla Parang, Kota Makassar, Sulawesi Selatan, Indonesia",4.9,24,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl6GLOUwXBNMpLuPbKUtkDXcYLeR-Gisbeh7aUWhosU7078vGiUiciejPwIs72WfySrm3Os8I9zQI-uDtukIthNSDKt96L20rIPEz6Ll5rCzvSFZoTi4f-CEZ7hwnzShPKBuE9Jwb8GNvRr=w408-h544-k-no,"Senin,07.00 hingga 01.00 | Selasa,07.00 hingga 01.00 | Rabu,07.00 hingga 01.00 | Kamis,07.00 hingga 01.00 | Jumat,07.00 hingga 01.00 | Sabtu,07.00 hingga 01.00 | Minggu,10.00 hingga 01.00",https://www.google.com/maps/place/Warkop+46+Makassar/data=!4m7!3m6!1s0x2dbee300424731e5:0x9c10cbba33f43696!8m2!3d-5.1538926!4d119.4348312!16s%2Fg%2F11lw3bykxc!19sChIJ5TFHQgDjvi0Rljb0M7rLEJw,warkop Makassar
126,Warkop MOT15 Makassar,Kafe,"Jl. Sultan Alauddin No.58, Pa'baeng-Baeng, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90221, Indonesia",Makassar,-5.1715175,119.4260747,"RCHG+9C Pa'baeng-Baeng, Kota Makassar, Sulawesi Selatan, Indonesia",5,22,+6285255511165,https://instagram.com/warkopmot15?igshid=7gf3fm72kv4p,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWme6fkg334PG1tyCkPny5zapG-lrw3REuUpVnyPSu0Ni5sid5d0G8WxA4lw5Nbrtm91QCtELnfAeDp6Fl1LHRFodpd_1xJZq_OzVkStUPhLU4FFY47mEAKPzSxpsKDH6ch5pBK21g=w426-h240-k-no,"Senin,09.00 hingga 22.00 | Selasa,09.00 hingga 22.00 | Rabu,09.00 hingga 22.00 | Kamis,09.00 hingga 22.00 | Jumat,09.00 hingga 22.00 | Sabtu,09.00 hingga 00.00 | Minggu,09.00 hingga 22.00",https://www.google.com/maps/place/Warkop+MOT15+Makassar/data=!4m7!3m6!1s0x2dbee33febaa635f:0x149138d7c95f876a!8m2!3d-5.1715175!4d119.4260747!16s%2Fg%2F11fvg_r4vc!19sChIJX2Oq6z_jvi0Raodfydc4kRQ,warkop Makassar
127,Warkop Megazone,Kedai Kopi,"Jl. Topaz Raya No.44, RT.3, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231, Indonesia",Makassar,-5.1552267,119.4410216,"RCVR+WC Masale, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,185,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmFUx6NAnr4rsX4599JnqixN-gOyCrtJLkZ2iMSTvNUj4uyS-ukRtUbQbOq_eRMdIT-LDBSRJIoVaU-KNxT-6EIxCWrdqSlLDphY8N1464JyX0Lp-66OQROttp0JmJKIutVcybG=w426-h240-k-no,"Senin,06.00 hingga 00.00 | Selasa,06.00 hingga 00.00 | Rabu,06.00 hingga 00.00 | Kamis,06.00 hingga 00.00 | Jumat,06.00 hingga 00.00 | Sabtu,06.00 hingga 00.00 | Minggu,06.00 hingga 00.00",https://www.google.com/maps/place/Warkop+Megazone/data=!4m7!3m6!1s0x2dbee305d6d3af15:0x17538ebff253293c!8m2!3d-5.1552267!4d119.4410216!16s%2Fg%2F11lkfk4rnh!19sChIJFa_T1gXjvi0RPClT8r-OUxc,warkop Makassar
128,Warkop Daeng Uki,Kedai Kopi,"Jl. Beruang No.65, Bonto Biraeng, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132, Indonesia",Makassar,-5.1598433,119.4192908,"RCR9+3P Bonto Biraeng, Kota Makassar, Sulawesi Selatan, Indonesia",4.8,83,+6281342301965,https://www.instagram.com/warkopdaenguki?igsh=YzBwbmR5Znp3MHRo,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnz5Vqz2brbTuvPXli6LTF9Ww7ai4ngWinFcMfcnU3aNGrno28lJ2tdBlhvAhWVb5rqX50-qMgVguEbdK_X7leDFGdLO2Q3j1zK-ROmlqa_TeNuqcbfVuWFRrdqzadWIDodaKbD=w426-h240-k-no,"Senin,06.00 hingga 22.00 | Selasa,06.00 hingga 22.00 | Rabu,06.00 hingga 22.00 | Kamis,06.00 hingga 22.00 | Jumat,06.00 hingga 22.00 | Sabtu,06.00 hingga 22.00 | Minggu,06.00 hingga 22.00",https://www.google.com/maps/place/Warkop+Daeng+Uki/data=!4m7!3m6!1s0x2dbee3874c3b472b:0x8bb0d4160c5dc710!8m2!3d-5.1598433!4d119.4192908!16s%2Fg%2F11ls60yq9w!19sChIJK0c7TIfjvi0REMddDBbUsIs,warkop Makassar
129,Warkop Dg Anas Faisal,Kedai Kopi,"Jalan Faisal 12 No.5, Banta-Bantaeng, Rappocini, Tidung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222, Indonesia",Makassar,-5.16599,119.4339834,"RCMM+JH Tidung, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,705,+628124274747,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlHKvEJtP-Mo5wtEt_6ukzTSvCvTAUtKHkSrPuAWqFEkGcZdb5tqHhR6vYj0R3Y7kf6-H8GdMFQ_UMt-PW_g93TK1xt0f-dyikpLb9427EpQRl5Zkm_Jngd76lWipes7m5AQZs=w408-h306-k-no,"Senin,05.30 hingga 18.00 | Selasa,05.30 hingga 18.00 | Rabu,05.30 hingga 18.00 | Kamis,05.30 hingga 18.00 | Jumat,05.30 hingga 18.00 | Sabtu,05.30 hingga 18.00 | Minggu,05.30 hingga 18.00",https://www.google.com/maps/place/Warkop+Dg+Anas+Faisal/data=!4m7!3m6!1s0x2dbee2916aaa1007:0x7042c9d82bb40415!8m2!3d-5.16599!4d119.4339834!16s%2Fg%2F11b76gmwlg!19sChIJBxCqapHivi0RFQS0K9jJQnA,warkop Makassar
130,Warkop 115,Kedai Kopi,"Jl. Toddopuli Raya Blok L No.1-2, Paropo, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231, Indonesia",Makassar,-5.160623,119.453367,"RFQ3+Q8 Paropo, Kota Makassar, Sulawesi Selatan, Indonesia",4.2,432,+624114663546,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkiwxu17uMSNL1SPfoI4Ug_-ErcFDCpkMfsADvNQH3MROppz8D-HR2RBj4Ja_40Pp_LOo4N3QZLnPJm_SQMjxbEFyED_Dl-hxHwRjtSOS6uSKVmIhWuj6i5lMYZNDWCTEGcTZNPmQ=w408-h306-k-no,"Senin,Buka 24 jam | Selasa,Buka 24 jam | Rabu,Buka 24 jam | Kamis,Buka 24 jam | Jumat,Buka 24 jam | Sabtu,Buka 24 jam | Minggu,Buka 24 jam",https://www.google.com/maps/place/Warkop+115/data=!4m7!3m6!1s0x2dbee2e7db6160a5:0x5f74e35630f729dc!8m2!3d-5.160623!4d119.453367!16s%2Fg%2F11b771s8sv!19sChIJpWBh2-fivi0R3Cn3MFbjdF8,warkop Makassar
131,Warkop Pelita Makassar,Kedai Kopi,"Jl. Pelita Raya No.1, Masale, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90231, Indonesia",Makassar,-5.1491682,119.4373885,"VC2P+8X Masale, Kota Makassar, Sulawesi Selatan, Indonesia",4.4,276,+62811355303,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmoNGM7q2HFfHED7oqnodkM0EqtM82eJwmZVIXiYWyZA-QscIboDnYVdFFBIrnjQw8wU6eH0rtlVCBHosK3AMhu9r8HKV88iG2TMhELOtRD9mBA57HS1dGYi05U-XjfD4aW_k_SDA=w408-h544-k-no,"Senin,05.00 hingga 22.00 | Selasa,05.00 hingga 22.00 | Rabu,05.00 hingga 22.00 | Kamis,05.00 hingga 22.00 | Jumat,05.00 hingga 22.00 | Sabtu,05.00 hingga 22.00 | Minggu,05.00 hingga 22.00",https://www.google.com/maps/place/Warkop+Pelita+Makassar/data=!4m7!3m6!1s0x2dbee35ec2a3cb21:0xc63d43f24f257732!8m2!3d-5.1491682!4d119.4373885!16s%2Fg%2F11r99ngz84!19sChIJIcujwl7jvi0RMnclT_JDPcY,warkop Makassar
132,Kopi Haji Bau,Kedai Kopi,"Jl. H. Bau No.22, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125, Indonesia",Makassar,-5.1487237,119.4126692,"VC27+G3 Kunjung Mae, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,77,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlu995XCJzAmEZKTooAS0m8BMzQURkPDESqzcVP1yne7p__ujtFCrOriUO8xQ0QTTtz9I3KBKo_xTbkJxlLj8Fx-6mPUmy2zLiEQQRD2TWdQsMg28yGWDKs12KoLxuf8pG-ve6vjawCDoe1=w408-h341-k-no,"Senin,07.00 hingga 22.00 | Selasa,07.00 hingga 22.00 | Rabu,07.00 hingga 22.00 | Kamis,07.00 hingga 22.00 | Jumat,07.00 hingga 22.00 | Sabtu,07.00 hingga 22.00 | Minggu,07.00 hingga 22.00",https://www.google.com/maps/place/Kopi+Haji+Bau/data=!4m7!3m6!1s0x2dbf1d87cfeca7f5:0x2dbce34e9d512ac9!8m2!3d-5.1487237!4d119.4126692!16s%2Fg%2F11rmrx9lgv!19sChIJ9afsz4cdvy0RySpRnU7jvC0,warkop Makassar
133,WARKOP BOSQUE,Kedai Kopi,"VC9J+X4C, Jl. Pongtiku, Timungan Lompoa, Kec. Bontoala, Kota Makassar, Sulawesi Selatan 90213, Indonesia",Makassar,-5.1300105,119.4302417,,4.9,37,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmIT22HuayeC0Ib4reqZf47RABmVKAvemfFcNvut448weasKczW-QUym0r_wq20HFxwtLCGbVwQXJip1eBn9Dyr55GtHMedx5KuqBRzwucxU6quOPFBu72vGxAeCeoFI9kyEWUgB9RGQvAs=w408-h544-k-no,"Senin,07.00 hingga 00.00 | Selasa,07.00 hingga 00.00 | Rabu,07.00 hingga 00.00 | Kamis,07.00 hingga 00.00 | Jumat,07.00 hingga 00.00 | Sabtu,07.00 hingga 02.00 | Minggu,07.00 hingga 00.00",https://www.google.com/maps/place/WARKOP+BOSQUE/data=!4m7!3m6!1s0x2dbefd0fc5b8f211:0x7607281ee3f30b34!8m2!3d-5.1300105!4d119.4302417!16s%2Fg%2F11t9_dv23q!19sChIJEfK4xQ_9vi0RNAvz4x4oB3Y,warkop Makassar
134,Warkop SAMI,Kafe,"Jalan Boulevard Ruko Jascint No.1 / 1-2, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231, Indonesia",Makassar,-5.1552981,119.44123,"RCVR+VF Masale, Kota Makassar, Sulawesi Selatan, Indonesia",4.2,1065,+6281342931713,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk1j_7sguZw-gZzU9u1j6CsXPjn7gENxaINjEKYGgK0wKtcVqx0fJlPwnQcOD1DSQAj9L1cjhYuEeySQQC-134MmMlBGW1kvSKdHxIrlz8dLuO8EP9Vd0jRe9DWaNN17xtgvZ89gRtmdF_2=w408-h306-k-no,"Senin,07.00 hingga 00.00 | Selasa,07.00 hingga 00.00 | Rabu,07.00 hingga 00.00 | Kamis,07.00 hingga 00.00 | Jumat,07.00 hingga 00.00 | Sabtu,07.00 hingga 02.00 | Minggu,07.00 hingga 02.00",https://www.google.com/maps/place/Warkop+SAMI/data=!4m7!3m6!1s0x2dbee2c0aa419f7f:0xa3441002c66cf90e!8m2!3d-5.1552981!4d119.44123!16s%2Fg%2F11b6hlhsp6!19sChIJf59BqsDivi0RDvlsxgIQRKM,warkop Makassar
135,WARKOP KACHAK / SEKRET IKA SMA KARTIKA MAKASSAR,Kedai Kopi,"Jl. Kijang No.74, Maricaya, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90142, Indonesia",Makassar,-5.1516043,119.4197667,"RCX9+9W Maricaya, Kota Makassar, Sulawesi Selatan, Indonesia",5,1,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnMS_wH7Js6eWUufakHYc5uiQFnQqiQ9QRXYSqZbUffrMf4FqaBIju-9dk-3xd1wZ6MiHKih6_AwvKKjo30ON1ecd8K5bYa4xxJ1h0jP4EELOYXiBxZfuhJKWOBKtRSA-1YVSpGv6TiUmo=w533-h240-k-no,"Senin,08.00 hingga 23.00 | Selasa,08.00 hingga 23.00 | Rabu,08.00 hingga 23.00 | Kamis,08.00 hingga 23.00 | Jumat,08.00 hingga 23.00 | Sabtu,08.00 hingga 23.00 | Minggu,08.00 hingga 23.00",https://www.google.com/maps/place/WARKOP+KACHAK+%2F+SEKRET+IKA+SMA+KARTIKA+MAKASSAR/data=!4m7!3m6!1s0x2dbee3003c5ea36f:0x2b86c4074e883ce5!8m2!3d-5.1516043!4d119.4197667!16s%2Fg%2F11yzvwr6vm!19sChIJb6NePADjvi0R5TyITgfEhis,warkop Makassar
136,Warkop 52,Kafe,"Jl. Onta Lama No.52a, Mamajang Luar, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90113, Indonesia",Makassar,-5.1567647,119.4186954,"RCV9+7F Mamajang Luar, Kota Makassar, Sulawesi Selatan, Indonesia",4.7,440,+6282194360634,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkMHsCPNqPBN6kckcXuaIIzJmNN-lGiM4s-7hnFVt6JfXGz1BVBfadfX7mBPAerlLCieygkV4B8Foi4-eNCVVvZvOkK-OoaH69ShJmiknElYDR7rhuGxoU0yxg9EEYsHa-kqhlfOg=w408-h816-k-no,"Senin,06.00 hingga 17.30 | Selasa,06.00 hingga 17.30 | Rabu,06.00 hingga 17.30 | Kamis,06.00 hingga 17.30 | Jumat,06.00 hingga 17.30 | Sabtu,06.00 hingga 17.30 | Minggu,Tutup",https://www.google.com/maps/place/Warkop+52/data=!4m7!3m6!1s0x2dbee2a0b1c8f7cd:0x63a455fde57094da!8m2!3d-5.1567647!4d119.4186954!16s%2Fg%2F11fzgj9ldn!19sChIJzffIsaDivi0R2pRw5f1VpGM,warkop Makassar
137,WARKOP DOSE,Kedai Kopi,"JL. Toddopuli, No. 24/7, Panaikang, Panakkukang, Makassar, Borong, Kec. Manggala, Kota Makassar, Sulawesi Selatan 90231, Indonesia",Makassar,-5.1630973,119.4539688,"RFP3+QH Borong, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,105,+6282345664264,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnkSsjNX_2keLQvmld_43nMXGQ8YeXeEh2t2QARF6hjG7BD2RfaO_TVjdwO9OyF_RHSitWxFeOOCeAPZx93Fl4MO4e7AEHi_5ErVgIqv-yGY1ln3TGmG4NP2mW7Iw2W5NxOHNN7=w408-h306-k-no,"Senin,Buka 24 jam | Selasa,Buka 24 jam | Rabu,Buka 24 jam | Kamis,Buka 24 jam | Jumat,Buka 24 jam | Sabtu,Buka 24 jam | Minggu,Buka 24 jam",https://www.google.com/maps/place/WARKOP+DOSE/data=!4m7!3m6!1s0x2dbee326f2b88c5f:0xf271a715c8a64910!8m2!3d-5.1630973!4d119.4539688!16s%2Fg%2F11thv9nl_6!19sChIJX4y48ibjvi0REEmmyBWncfI,warkop Makassar
138,Warkop 36,Kedai Kopi,"Jl. Prof. Abdurahman Basalamah, Karampuang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231, Indonesia",Makassar,-5.1464324,119.4520662,"VF32+CR Karampuang, Kota Makassar, Sulawesi Selatan, Indonesia",4.8,71,+6282191253626,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkI9LT0lXdMGhV8-xZF1EiqkXUmPQPl-7WSPaLv4WcZaZpptvQNe5vdbEpi888szN_6AGLATnxjRjzoBtEsc7pxZbAR5l_GNpTMjk96TpH4zGUvRLXSoFm1XX9rxr1P7QmJWtiU=w408-h725-k-no,"Senin,09.00 hingga 00.00 | Selasa,09.00 hingga 00.00 | Rabu,09.00 hingga 00.00 | Kamis,09.00 hingga 00.00 | Jumat,09.00 hingga 00.00 | Sabtu,09.00 hingga 00.00 | Minggu,09.00 hingga 00.00",https://www.google.com/maps/place/Warkop+36/data=!4m7!3m6!1s0x2dbee36c45576143:0xb5483da2b8aebf17!8m2!3d-5.1464324!4d119.4520662!16s%2Fg%2F11h0v00ng9!19sChIJQ2FXRWzjvi0RF7-uuKI9SLU,warkop Makassar
139,Warkop Aleta,Kedai Kopi,"Komp. Ruko, Jl. Toddopuli Raya No.Blok C 1, RW.7, Paropo, Panakkukang, Makassar City, South Sulawesi 90231, Indonesia",,-5.1626954,119.4541626,"RFP3+WM Paropo, Kota Makassar, Sulawesi Selatan, Indonesia",4.3,521,+62411423386,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkZr7z0c-riVhBMjSXTDcmEiWhdcWMbEwjDcu7mdGivzRt4h15LPcmkrvaimlSOBSmLDanIF6YIRJZEtpHj8OHQ9bhKgcNpHKe1hU_n3FClMOocr9vhnRf3Mj8iW8Kj-_wNrbnR=w408-h306-k-no,"Senin,10.00 hingga 02.00 | Selasa,10.00 hingga 02.00 | Rabu,10.00 hingga 02.00 | Kamis,10.00 hingga 02.00 | Jumat,10.00 hingga 02.00 | Sabtu,10.00 hingga 02.00 | Minggu,10.00 hingga 02.00",https://www.google.com/maps/place/Warkop+Aleta/data=!4m7!3m6!1s0x2dbee2e6147a55f5:0x3f50d86a003fb40e!8m2!3d-5.1626954!4d119.4541626!16s%2Fg%2F1hm3xcs92!19sChIJ9VV6FObivi0RDrQ_AGrYUD8,warkop Makassar
140,Warkop Hai Hong,Kedai Kopi,"Jl. Bonerate No.12, Pattunuang, Kec. Wajo, Kota Makassar, Sulawesi Selatan 90174, Indonesia",Makassar,-5.1309879,119.407472,"VC94+JX Pattunuang, Kota Makassar, Sulawesi Selatan, Indonesia",4.5,740,+624118001013,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlBQEY0-FSdDOiPCUwrvvICoL54jUGKfVpkxuq3llHT6Y3oQscONmpdftYWXZKFxcsIFuO5e_nl7XJfbz3ASOUcWX2XsXSvxkgrt0yozXYS1MZ03741j7Uq5rrnZEHSLhrYLXOCBg=w408-h306-k-no,"Senin,06.30 hingga 18.00 | Selasa,06.30 hingga 18.00 | Rabu,06.30 hingga 18.00 | Kamis,06.30 hingga 18.00 | Jumat,06.30 hingga 18.00 | Sabtu,06.30 hingga 18.00 | Minggu,06.30 hingga 18.00",https://www.google.com/maps/place/Warkop+Hai+Hong/data=!4m7!3m6!1s0x2dbf02a4dcbc762d:0x619758f3777769e4!8m2!3d-5.1309879!4d119.407472!16s%2Fg%2F11b76k6_c4!19sChIJLXa83KQCvy0R5Gl3d_NYl2E,warkop Makassar | kedai kopi Makassar
141,Warkop 99,Kedai Kopi,"Jl. Opu Daeng Risadju No.127, Mario, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90121, Indonesia",Makassar,-5.1609465,119.4135366,"RCQ7+JC Mario, Kota Makassar, Sulawesi Selatan, Indonesia",4.8,33,,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkavjpInMBFt0bixwSUC__iLjFziq8FxEXHTOICi9eETXipsIKw-jHd5Q27kqdwmyrW9YrpkTSoJNfooDxawz17-uK5nov9Caxwp4r61TTMiibaJOK4vUp_R4tAE460VFyEko2ihw=w408-h544-k-no,"Senin,07.00 hingga 23.00 | Selasa,07.00 hingga 23.00 | Rabu,07.00 hingga 23.00 | Kamis,07.00 hingga 23.00 | Jumat,07.00 hingga 23.00 | Sabtu,07.00 hingga 23.00 | Minggu,07.00 hingga 23.00",https://www.google.com/maps/place/Warkop+99/data=!4m7!3m6!1s0x2dbf1d1c59fae63b:0x34e601a7a3b413a8!8m2!3d-5.1609465!4d119.4135366!16s%2Fg%2F11rz59_1v0!19sChIJO-b6WRwdvy0RqBO0o6cB5jQ,warkop Makassar
142,Warkop Koki Agam Makassar,Kedai Sarapan & Makan Siang,"Jl. Kasuari No.14, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125, Indonesia",Makassar,-5.1522895,119.4143784,"RCX7+3Q Kunjung Mae, Kota Makassar, Sulawesi Selatan, Indonesia",4,219,+628114636677,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkcfUiEj-S-5YHVP8QqJZemwWO4oGqTzqzNJ3kItG_PNOo8tC3y8riGoiV_fxX4aeYNXY4PUdyvO-0w0RNdvjnWD-nZWOeeey_NylvlDP-ah2-HVaH_oIfoXD_-BUirjtf48btmxg=w426-h240-k-no,,https://www.google.com/maps/place/Warkop+Koki+Agam+Makassar/data=!4m7!3m6!1s0x2dbf1d1512824ed3:0xf603f919f4b360d2!8m2!3d-5.1522895!4d119.4143784!16s%2Fg%2F11x397mxhg!19sChIJ006CEhUdvy0R0mCz9Bn5A_Y,warkop Makassar
143,Warkop KO HENG,Kedai Kopi,"Jl. Gunung Latimojong No.121a, Maradekaya, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90145, Indonesia",Makassar,-5.1423791,119.4212853,"VC5C+2G Maradekaya, Kota Makassar, Sulawesi Selatan, Indonesia",4.6,759,+6281355725800,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkXcuXD8aehrp_jzhyXgK38DDKkiQ8V-evzRPVfOpq5Fbth5qBnYKbItMTrJc0hpZ9_CrgQXtikmxQHfrJZ_vo88UcxdFMtBXcHamIteQaY9o4rpCL-_4udzH9RLn_ost3sclaPLBZxqKg=w426-h240-k-no,"Senin,06.30 hingga 19.00 | Selasa,06.30 hingga 19.00 | Rabu,06.30 hingga 19.00 | Kamis,06.30 hingga 19.00 | Jumat,06.00 hingga 19.00 | Sabtu,06.30 hingga 19.00 | Minggu,06.30 hingga 19.00",https://www.google.com/maps/place/Warkop+KO+HENG/data=!4m7!3m6!1s0x2dbefdc5dfdc85f5:0xbe3923294e3a80a7!8m2!3d-5.1423791!4d119.4212853!16s%2Fg%2F11m2r6lbvt!19sChIJ9YXc38X9vi0Rp4A6TikjOb4,warkop Makassar
144,Warkop Aba,Kedai Kopi,"Jl. Ade Irma Nasution B No.13, Ujung Pandang Baru, Kec. Tallo, Kota Makassar, Sulawesi Selatan 90215, Indonesia",Makassar,-5.1209589,119.4363826,"VCHP+JH Ujung Pandang Baru, Kota Makassar, Sulawesi Selatan, Indonesia",4.8,132,+6281255558172,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWleMIxDmU8Mo0SoqGTWQj5JgZtEDQZI4YjaxVE72KQpOhGafPtfurUUfBAspOQLD0KRqNOC2ipfsemp-4mBBJ5kH9lAomGocf2sy7nyTg_LjCrVqT51kXsLFEY49uuhPwwzUea25A=w408-h544-k-no,"Senin,07.00 hingga 23.30 | Selasa,07.00 hingga 23.30 | Rabu,07.00 hingga 00.00 | Kamis,07.00 hingga 23.30 | Jumat,07.00 hingga 00.00 | Sabtu,07.00 hingga 00.00 | Minggu,07.00 hingga 23.30",https://www.google.com/maps/place/Warkop+Aba/data=!4m7!3m6!1s0x2dbefd6a33a34551:0x173cce9c822abe91!8m2!3d-5.1209589!4d119.4363826!16s%2Fg%2F11b74n0skm!19sChIJUUWjM2r9vi0Rkb4qgpzOPBc,warkop Makassar
